rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,river_level_m,cumulative_rain_7d,flood
3.86,28.17,65.71,22.06,-0.45,8.16,0
6.58,21.64,61.5,46.92,1.9,4.47,0
1.08,40.18,66.43,9.99,-0.44,6.15,0
10.98,32.34,71.17,2.93,4.16,7.4,0
1.05,27.54,77.92,23.73,1.07,9.14,0
24.17,36.64,88.04,51.22,7.76,13.07,0
3.99,25.14,67.13,45.3,0.49,17.22,0
11.65,32.03,89.05,31.03,4.38,11.66,0
31.81,29.14,72.02,34.33,8.01,15.63,0
15.78,33.19,60.31,7.79,3.0,11.08,0
11.42,29.68,79.48,50.44,2.15,15.04,0
5.88,22.75,83.06,47.22,1.73,24.39,0
6.07,30.38,73.48,39.39,2.5,19.33,0
16.61,35.24,43.4,27.97,2.01,18.99,0
77.09,29.85,50.19,57.87,24.45,23.0,0
16.26,33.88,57.12,52.74,5.01,22.52,0
12.24,24.77,56.96,38.67,2.1,21.3,0
19.68,29.87,80.41,22.31,6.0,22.46,0
9.39,26.88,41.1,37.08,3.91,18.36,0
0.93,33.73,85.34,34.53,0.88,13.93,0
12.39,30.16,55.92,23.65,4.82,14.05,0
47.42,33.45,58.6,18.4,12.86,10.9,0
2.89,35.44,71.67,24.42,0.45,13.79,0
17.57,33.46,52.96,34.43,4.35,10.96,0
3.36,31.37,93.07,25.69,2.73,13.52,0
11.51,25.01,45.12,15.81,4.09,12.01,0
1.53,29.99,66.66,45.66,3.3,9.37,0
8.98,27.33,90.97,31.89,2.23,8.84,0
21.17,28.28,76.95,4.06,5.63,16.82,0
6.41,28.13,57.54,22.1,1.78,19.82,0
16.4,25.1,65.25,53.09,6.3,15.62,0
23.8,20.21,82.4,45.31,6.78,17.24,0
39.3,26.66,98.4,19.39,11.91,14.95,0
4.01,30.97,93.59,56.29,1.3,24.26,0
7.65,23.26,60.55,4.6,2.33,30.75,0
2.48,30.08,99.89,57.67,0.09,25.56,0
73.36,39.5,40.21,14.74,21.87,24.2,0
39.26,35.12,41.66,0.55,11.6,26.11,0
11.65,38.22,89.43,26.03,3.49,28.11,0
27.68,31.96,51.97,21.54,9.25,27.45,0
11.04,35.84,43.65,32.35,5.07,19.19,0
14.66,26.38,54.23,47.81,3.56,9.68,0
1.4,26.78,65.57,50.55,0.03,13.91,0
21.11,16.3,83.83,24.07,5.51,15.83,0
2.05,35.93,77.46,25.79,0.8,15.76,0
26.24,37.7,54.26,8.89,7.33,14.9,0
22.85,27.23,70.2,2.85,7.1,17.59,0
18.5,28.73,95.57,38.47,6.65,9.1,0
0.55,26.23,88.9,3.87,-2.36,14.4,0
5.42,31.91,59.39,44.03,2.12,7.91,0
4.58,35.62,98.94,32.35,0.91,13.1,0
6.7,21.29,82.52,11.91,2.47,10.23,0
1.38,32.05,43.75,32.37,-0.48,15.27,0
41.46,28.62,42.11,10.98,13.63,11.58,0
12.1,30.57,50.1,26.32,4.54,10.66,0
5.47,32.29,83.67,47.97,2.21,13.79,0
7.59,29.06,51.02,27.72,3.07,14.96,0
8.89,29.48,70.69,8.92,1.92,16.06,0
13.77,28.93,45.6,43.43,3.51,14.42,0
10.88,34.85,95.25,11.21,4.01,28.08,0
37.77,32.09,60.64,44.31,10.56,25.91,0
10.31,31.1,94.49,28.76,4.54,25.17,0
72.72,23.65,96.69,27.22,21.49,27.91,1
28.6,28.11,40.37,51.09,9.08,28.0,0
3.51,34.49,67.85,42.52,3.15,26.54,0
40.02,30.19,41.48,1.97,11.3,26.19,0
1.86,33.3,94.52,17.77,0.63,19.88,0
25.51,38.83,71.1,52.26,8.71,18.78,0
7.19,35.19,44.5,1.1,3.11,21.25,0
31.55,30.47,46.62,32.72,9.14,19.89,0
30.38,27.45,63.01,43.67,8.6,23.44,0
24.59,17.23,96.41,37.31,7.14,20.41,0
23.41,29.16,81.57,45.63,8.47,17.62,0
5.45,28.37,92.06,43.54,1.36,11.79,0
1.27,31.95,61.99,41.52,0.46,11.71,0
7.74,29.23,42.59,49.29,1.89,13.46,0
2.86,28.4,98.46,38.74,1.56,15.88,0
17.81,21.1,41.03,24.15,5.5,16.4,0
6.37,25.3,96.86,28.31,0.91,20.75,0
55.7,32.38,62.12,43.0,15.74,21.11,0
15.37,38.58,40.61,52.58,2.61,19.55,0
25.93,29.51,81.35,16.33,6.95,24.02,0
2.13,31.64,98.83,20.52,1.43,24.27,0
29.71,34.76,97.94,55.84,10.24,20.54,0
38.41,25.95,49.66,34.71,12.21,20.59,0
10.01,31.83,50.87,10.74,3.56,18.49,0
13.98,26.3,73.93,39.82,4.07,17.16,0
21.71,34.32,78.24,59.45,7.29,17.76,0
2.88,30.76,84.37,49.41,1.15,9.73,0
10.47,31.49,50.86,44.74,4.95,10.81,0
7.63,26.09,97.54,12.48,2.19,9.96,0
2.37,33.54,78.32,52.57,2.06,6.76,0
6.87,40.42,90.82,31.55,2.94,5.15,0
1.06,24.96,72.4,53.36,1.05,11.64,0
0.39,28.3,64.86,19.79,-1.89,14.1,0
2.18,31.16,98.63,3.72,1.58,18.54,0
49.5,33.93,74.93,28.56,14.72,16.29,0
11.96,27.2,92.01,16.19,3.14,19.56,0
50.64,15.83,97.2,42.91,13.71,19.78,1
8.5,36.8,80.52,57.43,2.54,16.09,0
5.61,33.8,72.94,41.46,1.72,14.87,0
10.58,21.29,40.21,53.22,1.87,14.67,0
8.68,26.96,42.4,27.18,1.13,10.04,0
1.68,37.84,52.05,46.3,0.99,7.08,0
15.36,37.24,51.16,50.58,5.48,7.02,0
3.65,34.69,55.29,42.65,1.29,9.21,0
14.5,29.12,58.3,30.47,5.5,8.53,0
15.76,30.41,61.6,37.55,4.64,10.97,0
2.47,29.35,65.23,42.03,0.69,9.95,0
0.95,35.64,45.93,15.19,-0.63,7.37,0
22.76,25.62,42.54,48.57,5.27,18.46,0
9.24,25.97,80.44,57.02,4.63,15.92,0
0.9,35.05,72.24,27.91,1.4,20.95,0
79.08,29.78,66.65,42.06,22.33,28.25,0
0.89,36.89,78.07,44.22,0.42,24.27,0
17.81,26.64,89.66,39.73,5.24,27.28,0
61.73,29.73,65.66,32.83,18.24,23.44,0
4.1,25.39,78.47,52.9,0.82,14.57,0
2.3,30.04,97.21,26.94,1.07,13.22,0
1.94,22.61,90.38,3.67,1.4,16.8,0
5.42,27.56,65.56,50.67,2.03,5.03,0
1.6,22.82,78.68,40.44,0.36,6.03,0
17.67,33.47,50.62,50.96,5.14,17.43,0
0.96,33.58,73.63,8.31,1.23,21.43,0
10.68,21.35,98.88,1.85,3.67,24.71,0
85.69,36.67,71.1,56.06,25.78,24.56,1
25.23,42.49,95.66,8.86,7.53,22.49,0
14.33,30.23,64.44,48.58,4.64,27.3,0
5.48,26.79,99.93,49.39,1.18,25.31,0
14.67,44.12,74.75,42.52,5.22,10.75,0
11.23,23.41,42.54,7.88,2.29,9.92,0
8.33,30.1,75.21,40.04,2.09,11.09,0
2.1,30.9,56.47,53.35,1.24,12.43,0
32.65,36.73,41.95,25.53,8.66,11.68,0
8.96,31.8,89.25,24.81,1.12,12.75,0
3.25,27.51,56.54,26.57,1.04,10.41,0
6.88,25.24,87.79,4.94,0.37,14.26,0
8.02,28.29,57.29,53.52,1.11,11.26,0
26.36,24.97,51.66,52.15,8.67,9.68,0
19.84,30.24,98.44,59.87,5.75,11.79,0
22.0,27.18,61.7,35.11,7.89,14.21,0
0.17,22.53,76.08,45.07,-1.15,13.91,0
8.07,36.28,76.6,12.16,2.33,7.35,0
9.85,27.51,73.63,40.05,3.35,7.85,0
0.29,23.66,94.88,38.98,-1.08,3.09,0
4.51,29.16,80.47,54.07,2.39,8.69,0
21.42,30.34,64.22,49.85,6.94,6.17,0
2.21,21.27,91.74,56.31,-0.95,9.58,0
11.5,31.66,50.86,52.13,3.41,7.62,0
3.63,24.76,72.65,52.12,1.48,13.79,0
0.18,38.56,97.03,3.82,-0.54,13.26,0
4.14,32.62,77.52,50.76,-0.24,18.11,0
55.87,28.0,89.02,36.45,17.04,18.16,1
24.26,26.27,79.21,22.83,9.49,19.38,0
48.13,29.48,90.36,3.39,14.05,20.9,1
10.04,33.06,96.67,40.66,4.58,21.01,0
1.74,29.87,56.38,19.69,-0.23,19.76,0
11.91,28.91,50.18,28.07,3.79,16.79,0
9.09,30.29,69.04,40.9,3.5,9.41,0
27.9,26.98,82.11,54.71,8.36,13.11,0
1.55,28.28,53.63,49.53,0.17,6.34,0
10.05,19.57,40.25,27.04,3.74,11.11,0
2.44,34.87,60.58,23.27,2.62,10.65,0
5.89,31.49,98.13,14.39,2.07,7.0,0
20.05,26.13,81.7,22.35,5.5,7.56,0
9.69,39.49,64.08,6.66,2.72,8.83,0
7.07,30.44,51.55,58.27,4.64,11.34,0
7.52,24.82,61.37,34.44,2.39,14.93,0
9.23,34.28,50.19,7.67,2.17,16.92,0
23.06,31.99,46.38,21.17,5.77,18.21,0
33.4,31.97,94.4,32.82,8.19,20.67,0
46.63,27.87,99.86,31.97,14.35,21.86,1
23.19,32.25,49.85,2.13,7.61,22.19,0
5.68,28.69,43.27,57.05,1.31,19.7,0
17.48,32.78,59.78,16.52,5.23,18.04,0
8.63,20.48,67.7,0.97,1.42,12.08,0
4.41,27.83,52.29,4.59,1.46,12.46,0
27.57,38.61,58.09,34.81,8.75,17.73,0
0.59,26.16,52.05,8.27,-0.36,12.76,0
34.81,26.98,86.46,2.5,12.13,14.69,0
9.28,27.76,82.75,22.78,1.95,18.19,0
15.21,23.93,78.1,37.37,4.85,16.38,0
16.15,18.96,63.23,6.71,5.69,19.87,0
33.82,28.85,94.54,18.8,10.07,14.79,0
15.19,30.68,98.17,25.07,4.37,14.32,0
14.28,29.74,50.42,9.57,2.85,12.84,0
1.03,29.28,53.38,30.36,1.67,12.53,0
10.96,30.22,71.54,5.11,3.12,11.48,0
2.44,35.11,45.48,2.79,1.27,15.06,0
20.06,29.05,66.19,31.19,6.69,7.25,0
10.77,27.13,74.91,14.87,2.6,9.83,0
17.1,28.59,71.32,5.72,4.93,10.27,0
0.64,32.9,59.85,25.43,1.53,11.33,0
1.33,37.06,72.55,54.91,-0.72,8.67,0
18.9,26.86,97.53,43.45,7.8,6.18,0
1.12,30.49,52.36,48.94,-0.41,9.96,0
1.11,31.69,79.29,52.31,-0.85,11.95,0
0.18,25.04,42.6,58.36,0.19,12.03,0
47.03,30.1,43.98,45.79,16.32,11.42,0
20.06,22.67,73.11,36.5,4.11,9.81,0
6.54,21.15,46.3,21.93,1.82,14.23,0
5.28,31.83,41.34,10.9,2.06,19.92,0
6.45,28.08,50.29,41.2,1.97,11.63,0
22.35,31.01,73.89,59.7,7.09,10.76,0
16.24,29.91,82.2,28.04,4.15,11.2,0
3.07,25.12,52.15,43.42,0.32,9.47,0
2.87,29.77,80.1,29.71,0.71,12.41,0
1.55,23.83,50.95,25.92,-0.66,8.86,0
16.2,36.95,76.81,24.62,4.81,5.56,0
21.68,23.22,64.72,30.28,6.12,5.03,0
4.62,29.02,79.23,22.01,0.92,15.57,0
0.32,24.79,99.7,44.93,0.42,14.83,0
1.29,32.85,96.27,52.46,-1.43,18.94,0
51.56,28.34,40.26,52.97,15.24,16.19,0
5.25,27.41,93.13,13.66,3.89,13.16,0
21.99,34.27,43.99,53.75,5.51,16.75,0
14.7,30.15,97.18,20.49,5.7,14.55,0
7.22,32.58,56.91,18.56,2.22,12.27,0
3.45,25.09,62.92,43.61,0.43,11.31,0
1.94,22.98,45.5,18.28,-0.74,9.25,0
14.32,30.54,46.74,3.18,4.44,9.28,0
22.35,28.41,83.6,22.42,8.16,8.44,0
15.49,33.13,96.66,43.29,4.26,15.17,0
11.33,29.6,76.64,19.62,3.32,18.86,0
0.64,31.03,82.95,37.77,1.2,20.42,0
51.86,21.88,85.72,39.61,15.9,27.48,1
24.05,39.44,55.77,44.02,5.64,20.99,0
5.2,29.18,42.71,53.83,1.66,26.43,0
58.66,33.49,40.11,25.95,19.11,25.81,0
13.82,25.82,61.04,9.99,4.11,23.63,0
13.1,31.54,54.49,19.14,1.19,18.48,0
20.68,23.49,43.74,25.93,6.59,22.39,0
25.05,32.26,50.77,42.83,7.32,9.84,0
16.03,28.22,47.47,0.79,2.98,18.14,0
2.06,30.15,94.89,18.95,-1.06,16.7,0
6.19,33.49,48.42,46.79,2.83,14.61,0
39.48,23.84,72.26,40.25,11.11,10.39,0
3.82,26.58,75.59,43.9,0.24,11.91,0
6.98,32.29,72.61,48.71,2.06,13.34,0
8.49,40.49,45.94,46.99,1.9,17.39,0
8.68,29.31,59.13,40.93,2.7,14.1,0
14.24,32.96,43.08,26.38,4.07,12.3,0
42.99,29.47,63.74,59.02,11.7,13.02,0
4.13,39.71,51.32,34.14,0.73,15.17,0
1.94,21.26,73.7,12.17,1.03,16.84,0
3.3,30.47,81.57,17.57,1.03,16.25,0
32.7,21.87,71.93,41.61,9.73,11.79,0
15.57,17.47,66.05,55.48,6.61,13.76,0
5.05,31.49,63.24,10.72,2.25,20.52,0
25.39,30.7,90.5,4.94,8.47,27.26,0
29.64,28.58,53.16,52.89,8.73,21.43,0
28.11,29.47,84.05,54.92,8.65,22.26,0
37.69,45.49,85.45,16.58,10.87,22.14,0
4.36,28.71,65.15,22.64,2.09,24.03,0
21.1,32.55,57.84,39.61,6.22,20.74,0
9.26,26.75,68.23,19.8,3.0,19.39,0
27.68,31.48,45.59,52.63,8.46,19.42,0
19.56,28.81,42.76,6.45,5.85,15.94,0
22.47,27.95,46.7,2.28,9.68,17.45,0
16.01,39.09,51.23,12.51,4.14,25.52,0
2.93,35.89,70.25,17.17,0.2,26.42,0
11.81,30.68,90.95,6.78,4.24,20.09,0
62.67,18.48,54.14,3.94,18.21,19.82,0
41.56,28.19,96.11,45.34,12.18,17.38,1
0.66,43.52,97.29,9.86,-0.89,19.14,0
2.7,28.85,97.53,54.84,1.3,22.38,0
2.12,35.52,90.25,22.08,1.14,15.2,0
19.42,37.21,61.83,40.24,5.51,8.31,0
25.54,31.09,44.36,13.52,8.38,12.73,0
3.6,25.79,74.13,14.42,-0.78,15.03,0
10.57,17.82,73.52,34.48,2.47,19.21,0
27.55,33.42,91.0,33.64,8.1,15.51,0
19.8,25.93,99.76,46.12,4.77,11.43,0
11.72,30.88,70.49,45.47,1.77,10.99,0
13.39,23.75,60.71,40.24,3.71,15.14,0
10.65,28.67,51.15,26.95,3.89,11.46,0
5.3,30.17,40.29,53.44,2.87,15.92,0
12.49,31.34,70.55,37.35,3.2,12.41,0
17.51,24.43,73.33,59.41,5.99,15.15,0
30.99,35.98,89.5,49.16,9.93,12.42,0
15.17,27.02,70.27,2.66,5.77,16.52,0
21.48,21.63,94.99,19.24,6.09,15.18,0
2.62,29.45,77.69,34.31,-1.01,12.67,0
9.29,30.17,90.42,43.29,2.86,8.17,0
0.14,30.8,48.9,33.02,-0.97,16.98,0
4.25,36.81,91.32,47.17,0.55,16.09,0
19.44,28.82,80.51,16.96,5.53,12.98,0
72.07,29.4,50.21,11.03,21.28,17.99,0
1.57,24.48,51.39,3.24,0.61,21.98,0
7.7,34.1,95.59,34.4,3.01,19.71,0
24.15,30.92,41.93,41.32,6.88,17.15,0
3.42,27.9,67.75,19.57,1.42,10.66,0
12.15,20.48,58.81,36.82,3.66,10.84,0
19.81,37.22,79.9,3.13,6.88,16.22,0
14.36,23.86,90.38,5.96,4.12,15.11,0
3.12,27.04,61.62,42.11,0.86,14.48,0
6.59,31.79,65.61,22.08,1.6,10.61,0
22.97,24.02,98.92,40.28,6.73,13.93,0
12.12,22.53,87.03,49.9,2.85,7.29,0
0.08,19.38,93.83,51.16,-0.86,14.2,0
21.47,33.6,66.33,10.33,7.22,13.44,0
0.54,27.27,54.04,29.18,-0.92,14.8,0
20.54,44.64,64.71,44.04,5.84,16.63,0
3.39,25.03,82.97,46.44,2.03,14.3,0
47.58,25.39,46.57,47.08,13.92,9.94,0
6.88,27.17,56.23,13.69,2.89,15.13,0
5.94,31.22,42.8,11.55,1.19,14.55,0
2.42,27.65,65.94,35.4,-0.33,27.46,0
5.47,33.06,89.65,44.47,0.05,24.09,0
31.39,25.11,41.48,19.15,10.73,19.29,0
84.13,23.09,80.52,6.28,24.1,22.35,1
6.89,21.01,95.95,43.0,2.81,30.08,0
8.93,18.88,54.22,17.98,1.68,29.43,0
19.21,27.41,81.62,9.98,7.08,23.27,0
32.6,28.5,98.51,8.86,11.99,11.88,0
13.49,26.84,97.74,18.89,2.36,14.3,0
7.45,36.22,54.1,35.56,1.15,12.61,0
7.98,36.14,46.02,21.5,3.17,13.89,0
17.84,28.33,48.9,1.24,5.87,9.86,0
0.05,21.03,82.12,5.81,0.79,11.72,0
14.5,27.17,83.55,17.43,3.78,8.62,0
6.59,27.0,80.45,39.58,3.96,10.92,0
23.71,26.71,60.16,5.91,7.23,5.81,0
1.46,26.51,50.19,33.64,-0.78,12.41,0
13.31,26.73,74.85,7.19,3.74,12.54,0
9.84,28.07,69.02,12.7,1.75,8.26,0
15.42,26.82,83.73,10.33,6.22,10.45,0
1.01,31.04,66.48,4.03,-0.36,9.82,0
13.01,31.8,60.32,40.28,4.4,12.73,0
12.37,25.45,57.61,27.8,3.24,12.45,0
12.34,36.36,52.69,49.86,3.09,14.24,0
13.88,25.1,55.94,5.93,2.25,14.09,0
16.93,21.91,45.69,8.68,5.68,18.5,0
24.52,31.9,60.81,18.39,8.66,16.25,0
4.72,25.91,42.19,45.95,0.5,12.55,0
26.15,31.61,51.18,18.35,6.3,12.31,0
10.34,17.98,84.81,24.51,3.91,9.83,0
1.2,36.96,59.53,18.1,-1.29,10.68,0
0.91,33.36,80.09,4.81,1.49,11.48,0
6.1,22.5,83.01,56.37,0.93,10.56,0
23.05,22.61,74.87,32.91,5.81,12.39,0
18.45,38.36,97.52,47.27,5.78,13.17,0
23.31,26.31,41.29,39.5,5.96,15.4,0
10.92,25.83,84.32,30.86,2.57,12.43,0
8.7,18.67,97.53,5.38,2.96,7.22,0
2.39,28.25,91.74,38.56,-1.71,8.02,0
5.97,28.86,50.07,9.32,3.43,2.7,0
8.54,33.58,59.61,24.86,2.61,7.18,0
1.39,23.0,50.35,37.75,-0.88,4.6,0
3.74,22.4,76.08,46.93,0.1,19.36,0
13.68,32.25,82.73,41.1,5.1,25.55,0
19.96,35.03,59.02,40.29,6.59,30.35,0
96.08,22.14,72.37,8.94,30.21,26.09,1
40.57,35.41,81.46,20.77,11.49,29.89,0
15.43,30.19,65.28,2.57,4.93,32.38,0
8.2,35.46,91.24,43.17,2.89,31.6,0
15.17,29.65,86.29,57.16,5.25,17.6,0
23.1,17.39,43.88,15.85,8.06,16.36,0
1.89,29.24,77.27,5.26,-0.15,14.73,0
7.91,35.3,54.12,28.53,2.26,11.23,0
27.47,25.53,73.45,51.4,7.63,14.1,0
7.26,28.06,97.41,33.12,2.13,12.21,0
12.73,29.12,92.74,2.81,4.52,9.3,0
13.29,15.5,64.27,58.46,2.33,9.79,0
3.06,38.36,57.49,49.72,2.03,5.48,0
6.75,25.49,54.06,7.9,0.88,7.64,0
6.11,32.53,71.95,55.31,1.53,7.96,0
0.4,29.57,46.85,27.04,1.36,6.24,0
0.37,36.29,72.96,22.31,0.44,5.45,0
26.73,32.03,40.08,27.66,8.36,7.67,0
4.78,28.83,59.43,50.07,0.25,11.85,0
10.95,25.53,53.2,39.57,2.24,14.06,0
5.32,33.99,98.27,3.55,2.54,12.44,0
42.37,20.63,83.63,57.46,12.12,15.68,1
4.5,33.23,60.98,8.87,0.86,17.72,0
8.42,24.5,45.57,44.73,3.49,14.97,0
30.92,36.26,71.01,38.17,8.23,17.53,0
27.67,30.81,52.81,11.25,8.57,13.09,0
3.09,33.22,72.19,10.24,0.97,15.81,0
24.34,30.41,90.12,52.22,7.3,15.56,0
9.19,21.24,76.95,25.18,2.24,11.63,0
9.89,25.7,78.03,39.27,2.39,10.54,0
2.15,33.36,72.46,30.24,-0.43,9.43,0
1.26,30.83,95.64,43.64,0.86,10.82,0
19.53,35.9,95.91,28.75,5.19,9.31,0
10.29,32.02,70.76,17.24,4.06,12.79,0
8.61,25.17,58.35,21.8,2.36,11.62,0
19.61,26.02,67.58,51.54,4.83,14.54,0
21.76,30.51,51.19,28.08,6.29,10.88,0
2.6,18.43,78.18,12.81,0.37,13.61,0
14.13,38.37,70.01,56.08,5.25,13.87,0
2.18,32.21,46.2,47.8,0.29,19.44,0
20.88,36.14,51.86,3.34,5.99,13.22,0
16.05,22.1,68.78,59.94,6.23,11.07,0
47.06,36.22,93.26,41.7,14.63,11.35,1
1.07,41.16,73.98,9.62,1.98,15.78,0
0.88,23.4,80.89,14.23,1.52,10.95,0
4.97,33.86,60.34,41.55,0.6,14.23,0
4.55,30.01,74.28,46.79,2.36,5.83,0
4.25,22.28,66.84,14.34,2.8,8.59,0
35.51,32.46,79.55,15.42,12.19,9.34,0
4.31,34.17,43.03,18.43,2.28,10.21,0
4.76,26.99,69.6,35.88,2.4,13.72,0
21.37,35.83,57.76,10.31,6.11,14.95,0
8.96,21.67,59.57,6.25,1.85,11.52,0
22.49,22.53,97.66,40.73,6.39,11.03,0
1.01,30.68,50.96,46.75,-1.36,6.16,0
10.03,30.13,58.67,30.06,4.35,11.35,0
0.51,26.42,70.59,21.83,-0.13,10.01,0
0.97,34.05,91.78,25.92,1.58,5.75,0
35.54,32.65,65.0,23.3,9.43,9.84,0
2.25,34.29,84.63,57.6,1.76,8.79,0
11.4,29.38,91.38,46.09,2.93,15.17,0
7.94,33.01,58.6,12.49,1.1,14.22,0
6.4,27.77,63.57,23.05,3.55,10.21,0
34.51,40.27,61.39,32.64,11.46,19.93,0
0.33,25.94,89.97,36.78,0.31,13.77,0
16.35,40.53,42.66,28.09,4.94,22.87,0
49.61,30.17,58.51,48.61,15.32,18.67,0
12.32,23.12,80.76,46.06,3.89,16.6,0
41.43,36.84,73.93,30.31,11.64,20.07,0
0.81,30.63,66.18,51.27,-0.17,16.95,0
8.14,34.26,72.4,45.07,4.4,18.09,0
4.52,36.12,51.86,46.71,4.03,24.58,0
19.69,31.69,65.84,57.38,7.47,13.45,0
59.69,27.04,70.1,15.99,18.38,19.83,0
4.45,34.88,94.07,16.06,1.0,16.81,0
15.93,30.0,55.65,53.34,3.98,16.79,0
3.31,33.43,92.07,46.33,0.26,23.83,0
12.5,19.23,78.65,55.59,3.2,18.85,0
9.35,32.23,41.22,3.79,4.96,14.17,0
53.64,26.81,83.48,37.67,17.9,13.43,1
14.07,38.27,42.13,8.68,4.97,16.02,0
6.45,33.12,99.84,30.23,0.97,13.66,0
1.82,31.2,92.36,9.34,1.44,14.57,0
2.46,32.43,57.84,7.68,0.5,9.81,0
3.83,25.01,55.44,0.73,-1.0,12.15,0
4.33,38.12,62.89,37.81,1.59,9.56,0
28.52,39.96,61.37,21.54,7.71,9.65,0
12.36,31.96,62.34,6.31,2.9,13.71,0
11.12,37.95,59.1,19.37,3.08,14.99,0
1.83,27.15,77.27,10.14,0.05,16.5,0
29.51,26.01,49.86,56.5,8.82,13.84,0
19.25,30.2,90.76,19.2,5.69,14.86,0
1.05,32.17,88.74,20.04,-1.56,13.76,0
18.46,28.03,68.59,50.39,7.06,13.79,0
11.76,32.69,91.16,38.87,2.55,11.14,0
1.28,31.53,54.83,42.61,-0.57,5.75,0
9.2,25.01,41.05,38.16,2.43,12.76,0
9.94,32.59,77.15,56.77,2.88,16.98,0
2.72,34.32,67.47,12.42,2.27,18.83,0
43.7,30.86,74.03,59.34,13.38,13.25,0
28.45,35.76,93.96,49.86,9.1,15.82,0
16.59,23.91,98.2,35.34,5.25,17.83,0
9.31,32.34,78.07,39.74,3.02,17.33,0
7.96,24.15,85.84,38.93,2.7,11.34,0
15.79,24.43,45.03,3.5,2.8,11.41,0
11.83,26.85,49.64,13.08,3.3,14.77,0
0.96,25.29,83.99,57.69,1.45,7.53,0
10.78,27.26,65.88,32.06,7.18,10.23,0
24.63,28.93,66.76,22.7,6.18,12.55,0
9.22,34.19,58.52,45.72,3.19,11.98,0
0.8,28.39,76.44,31.47,-0.33,11.56,0
23.15,22.07,51.11,0.79,8.99,13.29,0
3.37,35.7,77.61,44.17,-0.34,7.16,0
4.49,25.81,50.43,43.93,1.97,11.44,0
2.7,29.71,43.83,9.91,-0.6,8.98,0
6.01,32.23,59.82,57.4,1.49,7.57,0
21.21,31.0,53.87,13.43,6.33,9.06,0
10.99,35.47,93.34,27.46,4.37,17.18,0
3.44,32.4,43.3,6.88,-0.05,19.13,0
31.54,25.69,50.6,36.2,10.12,19.81,0
31.75,40.89,72.92,22.53,9.54,16.73,0
30.67,30.97,68.86,21.19,9.47,25.96,0
4.09,29.26,42.75,49.62,2.19,28.25,0
9.0,34.82,40.44,0.57,1.42,21.02,0
62.99,31.25,99.28,47.88,19.71,16.75,1
22.18,32.0,79.53,34.29,6.08,15.52,0
0.41,42.46,61.92,59.17,1.22,21.45,0
1.01,28.62,68.23,35.37,0.64,24.23,0
9.35,28.41,55.99,3.32,2.6,13.59,0
35.99,30.58,60.69,3.04,10.21,12.07,0
11.61,35.36,78.94,52.99,4.3,9.06,0
10.33,22.47,92.97,50.47,4.36,19.87,0
1.67,20.17,51.05,20.75,-0.03,16.74,0
16.04,27.06,90.42,37.08,3.68,13.49,0
25.9,21.83,47.29,29.38,8.46,18.76,0
7.18,27.88,52.9,58.03,0.71,15.88,0
22.42,32.51,42.23,57.0,5.42,17.8,0
50.06,25.55,48.45,59.03,13.96,21.7,0
3.42,22.87,95.04,51.99,0.61,15.58,0
11.11,30.35,67.57,54.57,2.0,16.36,0
5.08,34.31,44.66,13.04,-0.42,15.93,0
23.62,21.53,97.58,49.86,5.95,11.21,0
12.93,34.1,92.74,42.53,4.52,14.23,0
15.1,34.09,85.28,57.77,3.26,20.07,0
23.99,34.77,96.01,34.28,6.86,17.58,0
7.56,36.09,53.21,5.11,4.22,13.05,0
36.99,41.01,90.18,35.84,11.05,17.08,0
11.42,28.22,81.4,41.19,3.77,17.61,0
2.58,30.55,92.19,13.22,-0.17,17.12,0
17.86,27.92,87.81,23.65,7.52,17.29,0
23.64,30.01,60.79,35.91,6.55,17.47,0
5.71,37.66,86.46,22.45,1.49,16.75,0
29.19,23.27,55.75,22.5,10.07,25.66,0
35.49,25.69,59.72,7.99,10.47,22.47,0
4.86,36.89,46.47,56.44,1.51,19.25,0
61.59,35.1,96.1,45.03,18.19,16.28,1
2.27,28.18,57.46,0.07,0.41,19.49,0
3.38,34.27,71.24,45.94,1.39,19.25,0
3.05,31.71,63.48,44.39,1.47,19.18,0
33.66,37.5,97.6,0.58,9.46,8.99,0
15.93,30.37,60.1,22.18,4.01,14.25,0
2.47,35.13,86.71,36.4,0.13,11.3,0
8.71,43.21,91.32,27.17,1.21,12.83,0
14.33,32.99,66.14,46.68,2.71,10.88,0
1.31,30.25,62.69,25.53,0.69,15.85,0
32.11,33.61,84.86,9.23,10.57,19.63,0
24.41,28.17,94.77,58.58,8.2,17.87,0
10.55,41.94,85.3,14.52,0.78,22.6,0
51.23,30.9,53.63,43.06,15.12,28.51,0
8.11,28.64,93.3,8.59,1.33,27.68,0
62.13,25.82,63.25,19.74,18.78,22.37,0
16.54,35.49,74.57,26.52,4.54,24.73,0
15.1,34.34,89.89,11.53,5.12,19.62,0
2.72,27.51,51.3,27.0,0.8,22.42,0
32.05,32.88,87.07,9.43,7.72,8.3,0
8.37,22.46,75.77,33.54,1.54,9.2,0
2.66,30.92,93.6,39.82,0.8,12.35,0
0.19,32.26,50.32,3.75,0.15,13.26,0
12.31,38.54,65.24,52.27,2.29,12.78,0
11.24,26.15,89.97,11.11,1.84,10.11,0
19.06,23.61,41.15,13.52,5.77,13.91,0
33.14,25.52,46.73,39.68,8.54,13.19,0
